concept_code,source_concept_name,source_concept_id,cohort_name,icd_description,points,chronic
I63.5,Cerebral infarction due to unspecified occlusion or stenosis of cerebral arteries,45605808,i63,Cerebral Infarction,0.8,FALSE
I63.8,Other cerebral infarction,45605810,i63,Cerebral Infarction,0.8,FALSE
I67.0,"Dissection of cerebral arteries, nonruptured",45605812,i67,Other cerebrovascular diseases,2.6,TRUE
I95.1,Orthostatic hypotension,45605872,i95,Hypotension,1.6,FALSE
J18.8,"Other pneumonia, organism unspecified",45605883,j18,"Pneumonia, organism unspecified",1.1,FALSE
J96.0,Acute respiratory failure,45605905,j96,"Respiratory failure, not elsewhere classified",1.5,FALSE
K26.3,"Duodenal ulcer, acute without haemorrhage or perforation",45605926,k26,Duodenal ulcer,1.6,FALSE
K92.0,Haematemesis,45605964,k92,Other diseases of digestive system,0.8,FALSE
K92.9,"Disease of digestive system, unspecified",45605965,k92,Other diseases of digestive system,0.8,FALSE
N17,Acute renal failure,45606484,n17,Acute renal failure,1.8,FALSE
N39.1,"Persistent proteinuria, unspecified",45606491,n39,Other disorders of urinary system (includes urinary tract infection and urinary incontinence),3.2,FALSE
R00.0,"Tachycardia, unspecified",45606790,r00,Abnormalities of heart beat,0.7,FALSE
R26,Abnormalities of gait and mobility,45606801,r26,Abnormalities of gait and mobility,2.6,TRUE
R29.2,Abnormal reflex,45606802,r29,"Other symptoms and signs involving the nervous and musculoskeletal systems
Tendency to fall)",3.6,FALSE
R32,Unspecified urinary incontinence,45606803,r32,Unspecified urinary incontinence,1.2,TRUE
R41.1,Anterograde amnesia,45606812,r41,Other symptoms and signs involving cognitive functions and awareness,2.7,TRUE
R45.2,Unhappiness,45606813,r45,Symptoms and signs involving emotional state,1.2,FALSE
R45.7,"State of emotional shock and stress, unspecified",45606814,r45,Symptoms and signs involving emotional state,1.2,FALSE
R56.0,Febrile convulsions,45606819,r56,"Convulsions, not elsewhere classified",2.6,FALSE
S01.8,Open wound of other parts of head,45606863,s01,Open wound of head,1.1,FALSE
S06.3,Focal brain injury,45606905,s06,Intracranial injury,2.4,FALSE
S22.8,Fracture of other parts of bony thorax,45607076,s22,"Fracture of rib(s), sternum and thoracic spine",1.8,FALSE
S32.5,Fracture of pubis,45607211,s32,Fracture of lumbar spine and pelvis,1.4,FALSE
S51,Open wound of forearm,45607470,s51,Open wound of forearm,0.5,FALSE
A09.0,Other and unspecified gastroenteritis and colitis of infectious origin,45755297,a09,"Diarrhoea and gastroenteritis of presumed
infectious origin",1.1,FALSE
A09.9,Gastroenteritis and colitis of unspecified origin,45755298,a09,"Diarrhoea and gastroenteritis of presumed
infectious origin",1.1,FALSE
B95,Streptococcus and staphylococcus as the cause of diseases classified to other chapters,45755311,b95,Streptococcus and staphylococcus as the cause of diseases classified to other chapters,1.7,FALSE
B96,Other specified bacterial agents as the cause of diseases classified to other chapters,45755312,b96,"Other bacterial agents as the cause of diseases
classified to other chapters (secondary code)",2.9,FALSE
E87,"Other disorders of fluid, electrolyte and acid-base balance",45755369,e87,"Other disorders of fluid, electrolyte and acid-base balance",2.3,FALSE
F00.1,Dementia in Alzheimer disease with late onset,45755371,f00,Dementia in Alzheimer's disease,7.1,TRUE
F10.0,"Mental and behavioural disorders due to use of alcohol, Acute intoxication",45755372,f10,Mental and behavioural disorders due to use of alcohol,0.7,TRUE
F10.5,"Mental and behavioural disorders due to use of alcohol, Psychotic disorder",45755373,f10,Mental and behavioural disorders due to use of alcohol,0.7,TRUE
H54,Visual impairment including blindness (binocular or monocular),45755414,h54,Blindness and low vision,1.9,TRUE
H54.9,Unspecified visual impairment (binocular),45755415,h54,Blindness and low vision,1.9,TRUE
J69,Pneumonitis due to solids and liquids,45755429,j69,Pneumonitis due to solids and liquids,1,FALSE
R63,Symptoms and signs concerning food and fluid intake,45755630,r63,Symptoms and signs concerning food and fluid intake,0.9,FALSE
R29,Other symptoms and signs involving the nervous and musculoskeletal systems,45755636,r29,"Other symptoms and signs involving the nervous and musculoskeletal systems
Tendency to fall)",3.6,FALSE
R40,"Somnolence, stupor and coma",45755637,r40,"Somnolence, stupor and coma",2.5,FALSE
R44,Other symptoms and signs involving general sensations and perceptions,45755638,r44,Other symptoms and signs involving general sensations and perceptions,1.6,FALSE
R45,Symptoms and signs involving emotional state,45755639,r45,Symptoms and signs involving emotional state,1.2,FALSE
R47,"Speech disturbances, not elsewhere classified",45755640,r47,"Speech disturbances, not elsewhere classified",1,FALSE
S32.00,"Fracture of lumbar vertebra, closed",45755675,s32,Fracture of lumbar spine and pelvis,1.4,FALSE
S32.01,"Fracture of lumbar vertebra, open",45755676,s32,Fracture of lumbar spine and pelvis,1.4,FALSE
S32.10,"Fracture of sacrum, closed",45755677,s32,Fracture of lumbar spine and pelvis,1.4,FALSE
S32.11,"Fracture of sacrum, open",45755678,s32,Fracture of lumbar spine and pelvis,1.4,FALSE
S32.20,"Fracture of coccyx, closed",45755679,s32,Fracture of lumbar spine and pelvis,1.4,FALSE
S32.21,"Fracture of coccyx, open",45755680,s32,Fracture of lumbar spine and pelvis,1.4,FALSE
S32.30,"Fracture of ilium, closed",45755681,s32,Fracture of lumbar spine and pelvis,1.4,FALSE
S32.31,"Fracture of ilium, open",45755682,s32,Fracture of lumbar spine and pelvis,1.4,FALSE
S32.40,"Fracture of acetabulum, closed",45755683,s32,Fracture of lumbar spine and pelvis,1.4,FALSE
S32.41,"Fracture of acetabulum, open",45755684,s32,Fracture of lumbar spine and pelvis,1.4,FALSE
S32.50,"Fracture of pubis, closed",45755685,s32,Fracture of lumbar spine and pelvis,1.4,FALSE
S32.51,"Fracture of pubis, open",45755686,s32,Fracture of lumbar spine and pelvis,1.4,FALSE
S32.70,"Multiple fractures of lumbar spine and pelvis, closed",45755687,s32,Fracture of lumbar spine and pelvis,1.4,FALSE
S32.71,"Multiple fractures of lumbar spine and pelvis, open",45755688,s32,Fracture of lumbar spine and pelvis,1.4,FALSE
S32.80,"Fracture of other and unspecified parts of lumbar spine and pelvis, closed",45755689,s32,Fracture of lumbar spine and pelvis,1.4,FALSE
S32.81,"Fracture of other and unspecified parts of lumbar spine and pelvis, open",45755690,s32,Fracture of lumbar spine and pelvis,1.4,FALSE
S42.10,"Fracture of scapula, closed",45755733,s42,Fracture of shoulder and upper arm,2.3,FALSE
S42.11,"Fracture of scapula, open",45755734,s42,Fracture of shoulder and upper arm,2.3,FALSE
S42.20,"Fracture of upper end of humerus, closed",45755735,s42,Fracture of shoulder and upper arm,2.3,FALSE
S42.21,"Fracture of upper end of humerus, open",45755736,s42,Fracture of shoulder and upper arm,2.3,FALSE
S42.30,"Fracture of shaft of humerus, closed",45755737,s42,Fracture of shoulder and upper arm,2.3,FALSE
S42.31,"Fracture of shaft of humerus, open",45755738,s42,Fracture of shoulder and upper arm,2.3,FALSE
S42.40,"Fracture of lower end of humerus, closed",45755739,s42,Fracture of shoulder and upper arm,2.3,FALSE
S42.41,"Fracture of lower end of humerus, open",45755740,s42,Fracture of shoulder and upper arm,2.3,FALSE
S42.70,"Multiple fractures of clavicle, scapula and humerus, closed",45755741,s42,Fracture of shoulder and upper arm,2.3,FALSE
S42.71,"Multiple fractures of clavicle, scapula and humerus, open",45755742,s42,Fracture of shoulder and upper arm,2.3,FALSE
S42.80,"Fracture of other parts of shoulder and upper arm, closed",45755743,s42,Fracture of shoulder and upper arm,2.3,FALSE
S42.81,"Fracture of other parts of shoulder and upper arm, open",45755744,s42,Fracture of shoulder and upper arm,2.3,FALSE
S42.90,"Fracture of shoulder girdle, part unspecified, closed",45755745,s42,Fracture of shoulder and upper arm,2.3,FALSE
S42.91,"Fracture of shoulder girdle, part unspecified, open",45755746,s42,Fracture of shoulder and upper arm,2.3,FALSE
R94,Abnormal results of function studies,45755749,r94,Abnormal results of function studies,1.4,FALSE
S06.10,"Traumatic cerebral oedema, without open intracranial wound",45755773,s06,Intracranial injury,2.4,FALSE
S06.11,"Traumatic cerebral oedema, with open intracranial wound",45755774,s06,Intracranial injury,2.4,FALSE
S06.20,"Diffuse brain injury, without open intracranial wound",45755775,s06,Intracranial injury,2.4,FALSE
S06.21,"Diffuse brain injury, with open intracranial wound",45755776,s06,Intracranial injury,2.4,FALSE
S06.30,"Focal brain injury, without open intracranial wound",45755777,s06,Intracranial injury,2.4,FALSE
S06.31,"Focal brain injury, with open intracranial wound",45755778,s06,Intracranial injury,2.4,FALSE
S06.40,"Epidural haemorrhage, without open intracranial wound",45755779,s06,Intracranial injury,2.4,FALSE
S06.41,"Epidural haemorrhage, with open intracranial wound",45755780,s06,Intracranial injury,2.4,FALSE
S06.50,"Traumatic subdural haemorrhage, without open intracranial wound",45755781,s06,Intracranial injury,2.4,FALSE
S06.51,"Traumatic subdural haemorrhage, with open intracranial wound",45755782,s06,Intracranial injury,2.4,FALSE
S06.60,"Traumatic subarachnoid haemorrhage, without open intracranial wound",45755783,s06,Intracranial injury,2.4,FALSE
S06.61,"Traumatic subarachnoid haemorrhage, with open intracranial wound",45755784,s06,Intracranial injury,2.4,FALSE
S06.70,"Intracranial injury with prolonged coma, without open intracranial wound",45755785,s06,Intracranial injury,2.4,FALSE
S06.71,"Intracranial injury with prolonged coma, with open intracranial wound",45755786,s06,Intracranial injury,2.4,FALSE
S06.80,"Other intracranial injuries, without open intracranial wound",45755787,s06,Intracranial injury,2.4,FALSE
S06.81,"Other intracranial injuries, with open intracranial wound",45755788,s06,Intracranial injury,2.4,FALSE
S06.90,"Intracranial injury, unspecified, without open intracranial wound",45755789,s06,Intracranial injury,2.4,FALSE
S06.91,"Intracranial injury, unspecified, with open intracranial wound",45755790,s06,Intracranial injury,2.4,FALSE
S22,"Fracture of rib(s), sternum and thoracic spine",45755806,s22,"Fracture of rib(s), sternum and thoracic spine",1.8,FALSE
S22.00,"Fracture of thoracic vertebra, closed",45755807,s22,"Fracture of rib(s), sternum and thoracic spine",1.8,FALSE
S22.01,"Fracture of thoracic vertebra, open",45755808,s22,"Fracture of rib(s), sternum and thoracic spine",1.8,FALSE
S22.10,"Multiple fractures of thoracic spine, closed",45755809,s22,"Fracture of rib(s), sternum and thoracic spine",1.8,FALSE
S22.11,"Multiple fractures of thoracic spine, open",45755810,s22,"Fracture of rib(s), sternum and thoracic spine",1.8,FALSE
S22.20,"Fracture of sternum, closed",45755811,s22,"Fracture of rib(s), sternum and thoracic spine",1.8,FALSE
S22.21,"Fracture of sternum, open",45755812,s22,"Fracture of rib(s), sternum and thoracic spine",1.8,FALSE
S22.30,"Fracture of rib, closed",45755813,s22,"Fracture of rib(s), sternum and thoracic spine",1.8,FALSE
S22.31,"Fracture of rib, open",45755814,s22,"Fracture of rib(s), sternum and thoracic spine",1.8,FALSE
S22.40,"Multiple fractures of ribs, closed",45755815,s22,"Fracture of rib(s), sternum and thoracic spine",1.8,FALSE
S22.41,"Multiple fractures of ribs, open",45755816,s22,"Fracture of rib(s), sternum and thoracic spine",1.8,FALSE
S22.50,"Flail chest, closed",45755817,s22,"Fracture of rib(s), sternum and thoracic spine",1.8,FALSE
S22.51,"Flail chest, open",45755818,s22,"Fracture of rib(s), sternum and thoracic spine",1.8,FALSE
S22.80,"Fracture of other parts of bony thorax, closed",45755819,s22,"Fracture of rib(s), sternum and thoracic spine",1.8,FALSE
S22.81,"Fracture of other parts of bony thorax, open",45755820,s22,"Fracture of rib(s), sternum and thoracic spine",1.8,FALSE
S22.90,"Fracture of bony thorax, part unspecified, closed",45755821,s22,"Fracture of rib(s), sternum and thoracic spine",1.8,FALSE
S22.91,"Fracture of bony thorax, part unspecified, open",45755822,s22,"Fracture of rib(s), sternum and thoracic spine",1.8,FALSE
S72.10,"Pertrochanteric fracture, closed",45755957,s72,Fracture of femur,1.4,FALSE
S72.11,"Pertrochanteric fracture, open",45755958,s72,Fracture of femur,1.4,FALSE
S72.20,"Subtrochanteric fracture, closed",45755959,s72,Fracture of femur,1.4,FALSE
S72.21,"Subtrochanteric fracture, open",45755960,s72,Fracture of femur,1.4,FALSE
S72.30,"Fracture of shaft of femur, closed",45755961,s72,Fracture of femur,1.4,FALSE
S72.31,"Fracture of shaft of femur, open",45755962,s72,Fracture of femur,1.4,FALSE
S72.40,"Fracture of lower end of femur, closed",45755963,s72,Fracture of femur,1.4,FALSE
S72.41,"Fracture of lower end of femur, open",45755964,s72,Fracture of femur,1.4,FALSE
S72.70,"Multiple fractures of femur, closed",45755965,s72,Fracture of femur,1.4,FALSE
S72.71,"Multiple fractures of femur, open",45755966,s72,Fracture of femur,1.4,FALSE
S72.80,"Fractures of other parts of femur, closed",45755967,s72,Fracture of femur,1.4,FALSE
S72.81,"Fractures of other parts of femur, open",45755968,s72,Fracture of femur,1.4,FALSE
S72.90,"Fracture of femur, part unspecified, closed",45755969,s72,Fracture of femur,1.4,FALSE
S72.91,"Fracture of femur, part unspecified, open",45755970,s72,Fracture of femur,1.4,FALSE
T83,"Complications of genitourinary prosthetic devices, implants and grafts",45756008,t83,"Complications of genitourinary prosthetic
devices, implants and grafts",2.4,FALSE
U80,Agent resistant to penicillin and related antibiotics,45756102,u80,"Agent resistant to penicillin and related
antibiotics",0.8,FALSE
U80.1,Methicillin resistant agent,45756103,u80,"Agent resistant to penicillin and related
antibiotics",0.8,FALSE
U80.8,Agent resistant to other penicillin-related antibiotic,45756104,u80,"Agent resistant to penicillin and related
antibiotics",0.8,FALSE
W01,"Fall on same level from slipping, tripping and stumbling",45756243,w01,"Fall on same level from slipping, tripping and
stumbling",0.9,FALSE
W10,Fall on and from stairs and steps,45756250,w10,Fall on and from stairs and steps,0.9,FALSE
W18,Other fall on same level,45756256,w18,Other fall on same level,2.1,TRUE
W19,Unspecified fall,45756257,w19,Unspecified fall,3.2,FALSE
Z75,Problems related to medical facilities and other health care,45756340,z75,Problems related to medical facilities and other health care,2,FALSE
X59,Exposure to unspecified factor,45756412,x59,Exposure to unspecified factor,1.5,FALSE
Z87,Personal history of other diseases and conditions,45756483,z87,Personal history of other diseases and conditions,1.5,TRUE
Z99,"Dependence on enabling machines and devices, not elsewhere classified",45756557,z99,Dependence on enabling machines and devices,0.8,TRUE
Z99.4,Dependence on artificial heart,45756558,z99,Dependence on enabling machines and devices,0.8,TRUE
