source_concept_id,concept_code,cohort_name,concept_id,cohort_name_1,icd_description,points
45542782,E87,"Other disorders of fluid, electrolyte and acid-base balance",441830,cohort_54,"Other disorders of fluid, electrolyte and acid-
base balance",2.3
45543559,M25,"Other joint disorders, not elsewhere classified",73553,cohort_62,"Other joint disorders, not elsewhere classified",2.3
45544677,S42,Fracture of shoulder and upper arm,4133610,cohort_34,Fracture of shoulder and upper arm,2.3
45546724,T83,"Complications of genitourinary prosthetic devices, implants and grafts",43021248,cohort_14,"Complications of genitourinary prosthetic
devices, implants and grafts",2.4
45547666,E87,"Other disorders of fluid, electrolyte and acid-base balance",441536,cohort_54,"Other disorders of fluid, electrolyte and acid-
base balance",2.3
45548391,M25,"Other joint disorders, not elsewhere classified",4285734,cohort_62,"Other joint disorders, not elsewhere classified",2.3
45549096,S06,Intracranial injury,437409,cohort_38,Intracranial injury,2.4
45552811,I67,Other cerebrovascular diseases,316437,cohort_51,Other cerebrovascular diseases,2.6
45553729,R40,"Somnolence, stupor and coma",4158978,cohort_88,"Somnolence, stupor and coma",2.5
45553730,R40,"Somnolence, stupor and coma",4229897,cohort_88,"Somnolence, stupor and coma",2.5
45556263,T83,"Complications of genitourinary prosthetic devices, implants and grafts",43021248,cohort_14,"Complications of genitourinary prosthetic
devices, implants and grafts",2.4
45556266,T83,"Complications of genitourinary prosthetic devices, implants and grafts",4308394,cohort_14,"Complications of genitourinary prosthetic
devices, implants and grafts",2.4
45558463,R40,"Somnolence, stupor and coma",380834,cohort_88,"Somnolence, stupor and coma",2.5
45559050,S42,Fracture of shoulder and upper arm,75053,cohort_34,Fracture of shoulder and upper arm,2.3
45562695,M25,"Other joint disorders, not elsewhere classified",79903,cohort_62,"Other joint disorders, not elsewhere classified",2.3
45563417,S06,Intracranial injury,4306943,cohort_38,Intracranial injury,2.4
45563422,S06,Intracranial injury,4017107,cohort_38,Intracranial injury,2.4
45568226,S06,Intracranial injury,4048796,cohort_38,Intracranial injury,2.4
45570728,T83,"Complications of genitourinary prosthetic devices, implants and grafts",43021248,cohort_14,"Complications of genitourinary prosthetic
devices, implants and grafts",2.4
45570733,T83,"Complications of genitourinary prosthetic devices, implants and grafts",4309318,cohort_14,"Complications of genitourinary prosthetic
devices, implants and grafts",2.4
45571696,E87,"Other disorders of fluid, electrolyte and acid-base balance",441829,cohort_54,"Other disorders of fluid, electrolyte and acid-
base balance",2.3
45571697,E87,"Other disorders of fluid, electrolyte and acid-base balance",435517,cohort_54,"Other disorders of fluid, electrolyte and acid-
base balance",2.3
45573538,S42,Fracture of shoulder and upper arm,4319889,cohort_34,Fracture of shoulder and upper arm,2.3
45575581,T83,"Complications of genitourinary prosthetic devices, implants and grafts",43021248,cohort_14,"Complications of genitourinary prosthetic
devices, implants and grafts",2.4
45577915,S06,Intracranial injury,4016541,cohort_38,Intracranial injury,2.4
45578284,S42,Fracture of shoulder and upper arm,4237458,cohort_34,Fracture of shoulder and upper arm,2.3
45582119,M25,"Other joint disorders, not elsewhere classified",45757591,cohort_62,"Other joint disorders, not elsewhere classified",2.3
45582805,S06,Intracranial injury,4001336,cohort_38,Intracranial injury,2.4
45582835,S06,Intracranial injury,437409,cohort_38,Intracranial injury,2.4
45583278,S42,Fracture of shoulder and upper arm,4015970,cohort_34,Fracture of shoulder and upper arm,2.3
45585276,T83,"Complications of genitourinary prosthetic devices, implants and grafts",43021248,cohort_14,"Complications of genitourinary prosthetic
devices, implants and grafts",2.4
45586600,I67,Other cerebrovascular diseases,381591,cohort_51,Other cerebrovascular diseases,2.6
45587622,S06,Intracranial injury,4134162,cohort_38,Intracranial injury,2.4
45590078,T83,"Complications of genitourinary prosthetic devices, implants and grafts",4155079,cohort_14,"Complications of genitourinary prosthetic
devices, implants and grafts",2.4
45591479,I67,Other cerebrovascular diseases,312938,cohort_51,Other cerebrovascular diseases,2.6
45591480,I67,Other cerebrovascular diseases,378774,cohort_51,Other cerebrovascular diseases,2.6
45591481,I67,Other cerebrovascular diseases,380747,cohort_51,Other cerebrovascular diseases,2.6
45591798,M25,"Other joint disorders, not elsewhere classified",76784,cohort_62,"Other joint disorders, not elsewhere classified",2.3
45592516,S06,Intracranial injury,4096616,cohort_38,Intracranial injury,2.4
45592956,S42,Fracture of shoulder and upper arm,4138299,cohort_34,Fracture of shoulder and upper arm,2.3
45595838,E87,"Other disorders of fluid, electrolyte and acid-base balance",434004,cohort_54,"Other disorders of fluid, electrolyte and acid-
base balance",2.3
45597729,S42,Fracture of shoulder and upper arm,4175616,cohort_34,Fracture of shoulder and upper arm,2.3
45599778,T83,"Complications of genitourinary prosthetic devices, implants and grafts",4158481,cohort_14,"Complications of genitourinary prosthetic
devices, implants and grafts",2.4
45602033,R56,"Convulsions, not elsewhere classified",377091,cohort_15,"Convulsions, not elsewhere classified",2.6
45602569,S42,Fracture of shoulder and upper arm,37168846,cohort_34,Fracture of shoulder and upper arm,2.3
45605812,I67,Other cerebrovascular diseases,37016924,cohort_51,Other cerebrovascular diseases,2.6
45606819,R56,"Convulsions, not elsewhere classified",444413,cohort_15,"Convulsions, not elsewhere classified",2.6
45606905,S06,Intracranial injury,4016540,cohort_38,Intracranial injury,2.4
45755733,S42,Fracture of shoulder and upper arm,79938,cohort_34,Fracture of shoulder and upper arm,2.3
45755734,S42,Fracture of shoulder and upper arm,77112,cohort_34,Fracture of shoulder and upper arm,2.3
45755735,S42,Fracture of shoulder and upper arm,434494,cohort_34,Fracture of shoulder and upper arm,2.3
45755736,S42,Fracture of shoulder and upper arm,436250,cohort_34,Fracture of shoulder and upper arm,2.3
45755737,S42,Fracture of shoulder and upper arm,435940,cohort_34,Fracture of shoulder and upper arm,2.3
45755738,S42,Fracture of shoulder and upper arm,434497,cohort_34,Fracture of shoulder and upper arm,2.3
45755739,S42,Fracture of shoulder and upper arm,440228,cohort_34,Fracture of shoulder and upper arm,2.3
45755740,S42,Fracture of shoulder and upper arm,437121,cohort_34,Fracture of shoulder and upper arm,2.3
45755741,S42,Fracture of shoulder and upper arm,4210438,cohort_34,Fracture of shoulder and upper arm,2.3
45755742,S42,Fracture of shoulder and upper arm,4206871,cohort_34,Fracture of shoulder and upper arm,2.3
45755743,S42,Fracture of shoulder and upper arm,4042503,cohort_34,Fracture of shoulder and upper arm,2.3
45755743,S42,Fracture of shoulder and upper arm,4307254,cohort_34,Fracture of shoulder and upper arm,2.3
45755744,S42,Fracture of shoulder and upper arm,75053,cohort_34,Fracture of shoulder and upper arm,2.3
45755744,S42,Fracture of shoulder and upper arm,4042503,cohort_34,Fracture of shoulder and upper arm,2.3
45755744,S42,Fracture of shoulder and upper arm,4264281,cohort_34,Fracture of shoulder and upper arm,2.3
45755745,S42,Fracture of shoulder and upper arm,4218146,cohort_34,Fracture of shoulder and upper arm,2.3
45755746,S42,Fracture of shoulder and upper arm,4215380,cohort_34,Fracture of shoulder and upper arm,2.3
45755773,S06,Intracranial injury,4048796,cohort_38,Intracranial injury,2.4
45755774,S06,Intracranial injury,4208505,cohort_38,Intracranial injury,2.4
45755775,S06,Intracranial injury,4096616,cohort_38,Intracranial injury,2.4
45755776,S06,Intracranial injury,4096616,cohort_38,Intracranial injury,2.4
45755776,S06,Intracranial injury,438590,cohort_38,Intracranial injury,2.4
45755777,S06,Intracranial injury,4016540,cohort_38,Intracranial injury,2.4
45755778,S06,Intracranial injury,4016540,cohort_38,Intracranial injury,2.4
45755778,S06,Intracranial injury,438590,cohort_38,Intracranial injury,2.4
45755779,S06,Intracranial injury,4306943,cohort_38,Intracranial injury,2.4
45755779,S06,Intracranial injury,4132546,cohort_38,Intracranial injury,2.4
45755780,S06,Intracranial injury,435960,cohort_38,Intracranial injury,2.4
45755781,S06,Intracranial injury,4014781,cohort_38,Intracranial injury,2.4
45755782,S06,Intracranial injury,4017105,cohort_38,Intracranial injury,2.4
45755783,S06,Intracranial injury,4134162,cohort_38,Intracranial injury,2.4
45755784,S06,Intracranial injury,441709,cohort_38,Intracranial injury,2.4
45755785,S06,Intracranial injury,4206874,cohort_38,Intracranial injury,2.4
45755786,S06,Intracranial injury,4210440,cohort_38,Intracranial injury,2.4
45755787,S06,Intracranial injury,437409,cohort_38,Intracranial injury,2.4
45755788,S06,Intracranial injury,437409,cohort_38,Intracranial injury,2.4
45755789,S06,Intracranial injury,437409,cohort_38,Intracranial injury,2.4
45755790,S06,Intracranial injury,437409,cohort_38,Intracranial injury,2.4
42617211,M25,"Other joint disorders, not elsewhere classified",76784,cohort_62,"Other joint disorders, not elsewhere classified",2.3
42617219,M25,"Other joint disorders, not elsewhere classified",40482662,cohort_62,"Other joint disorders, not elsewhere classified",2.3
42617219,M25,"Other joint disorders, not elsewhere classified",4239337,cohort_62,"Other joint disorders, not elsewhere classified",2.3
42617225,M25,"Other joint disorders, not elsewhere classified",136779,cohort_62,"Other joint disorders, not elsewhere classified",2.3
42617225,M25,"Other joint disorders, not elsewhere classified",4343913,cohort_62,"Other joint disorders, not elsewhere classified",2.3
42617226,M25,"Other joint disorders, not elsewhere classified",4343913,cohort_62,"Other joint disorders, not elsewhere classified",2.3
42617226,M25,"Other joint disorders, not elsewhere classified",77635,cohort_62,"Other joint disorders, not elsewhere classified",2.3
42617229,M25,"Other joint disorders, not elsewhere classified",4343913,cohort_62,"Other joint disorders, not elsewhere classified",2.3
42617230,M25,"Other joint disorders, not elsewhere classified",4343913,cohort_62,"Other joint disorders, not elsewhere classified",2.3
42617237,M25,"Other joint disorders, not elsewhere classified",72986,cohort_62,"Other joint disorders, not elsewhere classified",2.3
42617237,M25,"Other joint disorders, not elsewhere classified",4285734,cohort_62,"Other joint disorders, not elsewhere classified",2.3
42617238,M25,"Other joint disorders, not elsewhere classified",4218552,cohort_62,"Other joint disorders, not elsewhere classified",2.3
42617238,M25,"Other joint disorders, not elsewhere classified",40482440,cohort_62,"Other joint disorders, not elsewhere classified",2.3
42617239,M25,"Other joint disorders, not elsewhere classified",4285734,cohort_62,"Other joint disorders, not elsewhere classified",2.3
42617240,M25,"Other joint disorders, not elsewhere classified",4285734,cohort_62,"Other joint disorders, not elsewhere classified",2.3
42617246,M25,"Other joint disorders, not elsewhere classified",4115991,cohort_62,"Other joint disorders, not elsewhere classified",2.3
42617249,M25,"Other joint disorders, not elsewhere classified",79903,cohort_62,"Other joint disorders, not elsewhere classified",2.3
42617250,M25,"Other joint disorders, not elsewhere classified",78517,cohort_62,"Other joint disorders, not elsewhere classified",2.3
42617251,M25,"Other joint disorders, not elsewhere classified",78232,cohort_62,"Other joint disorders, not elsewhere classified",2.3
42617253,M25,"Other joint disorders, not elsewhere classified",77074,cohort_62,"Other joint disorders, not elsewhere classified",2.3
42617253,M25,"Other joint disorders, not elsewhere classified",136779,cohort_62,"Other joint disorders, not elsewhere classified",2.3
42617256,M25,"Other joint disorders, not elsewhere classified",72986,cohort_62,"Other joint disorders, not elsewhere classified",2.3
42617256,M25,"Other joint disorders, not elsewhere classified",77074,cohort_62,"Other joint disorders, not elsewhere classified",2.3
42617258,M25,"Other joint disorders, not elsewhere classified",77074,cohort_62,"Other joint disorders, not elsewhere classified",2.3
42617260,M25,"Other joint disorders, not elsewhere classified",72711,cohort_62,"Other joint disorders, not elsewhere classified",2.3
42617261,M25,"Other joint disorders, not elsewhere classified",4093193,cohort_62,"Other joint disorders, not elsewhere classified",2.3
42617262,M25,"Other joint disorders, not elsewhere classified",4093673,cohort_62,"Other joint disorders, not elsewhere classified",2.3
42617263,M25,"Other joint disorders, not elsewhere classified",442980,cohort_62,"Other joint disorders, not elsewhere classified",2.3
